t,label,measured_distance_cm,sequence,vision_timestamp_ms,received_age_ms,vision_valid,vision_status,vision_error,frame_width,frame_height,action,fps,inference_ms,detection_count,detection_index,selected_target,class_id,target_type,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,bbox_area,bbox_area_ratio,center_x,center_y,offset_x,offset_y,model_distance_cm,sensor_valid,sensor_error,io_mask,hunt_mode,hunt_state,hunt_reason,hunt_owns_control,near_direction,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,shovel_left,shovel_right,shovel_state,shovel_active,shovel_hang,left_cmd,right_cmd,motor_enabled,adc0,adc1,adc2,adc3,adc4,adc5,adc6,adc7,adc8,adc9,io0,io1,io2,io3,io4,io5,io6,io7
31.651622,good_recheck,,166,1786891129945,10.631257999193622,1,no_target,,640,480,search,5.463481,162.011383,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,525.0,990.0,IDLE,0,0,0,0,1,1365,1230,1258,1345,525,990,21,18,2,23,1,1,1,1,1,1,1,1
31.792971,good_recheck,,167,1786891130095,2.7769420012191404,1,no_target,,640,480,search,5.469532,147.177433,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,957.0,IDLE,0,0,0,0,1,1351,1221,1247,1332,376,957,22,17,1,24,1,1,1,1,1,1,1,1
31.954141,good_recheck,,168,1786891130251,7.79931699980807,1,no_target,,640,480,search,5.474284,154.126157,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,955.0,IDLE,0,0,0,0,1,1348,1218,1245,1330,246,955,21,17,2,24,1,1,1,1,1,1,1,1
32.115308,good_recheck,,169,1786891130410,9.253944001102354,1,no_target,,640,480,search,5.478362,152.184518,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,388.0,956.0,IDLE,0,0,0,0,1,1360,1227,1254,1340,388,956,21,18,1,23,1,1,1,1,1,1,1,1
32.256293,good_recheck,,170,1786891130555,6.019526999807567,1,no_target,,640,480,search,5.485134,136.72729,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,426.0,958.0,IDLE,0,0,0,0,1,1353,1221,1249,1333,426,958,21,45,3,23,1,1,1,1,1,1,1,1
32.417479,good_recheck,,171,1786891130715,7.2973050009750295,1,no_target,,640,480,search,5.489088,154.063678,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,956.0,IDLE,0,0,0,0,1,1347,1216,1244,1328,247,956,23,17,2,24,1,1,1,1,1,1,1,1
32.57862,good_recheck,,172,1786891130867,15.656409999792231,1,no_target,,640,480,search,5.494226,145.569056,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,954.0,IDLE,0,0,0,0,1,1362,1229,1257,1344,247,954,20,22,2,23,1,1,1,1,1,1,1,1
32.719583,good_recheck,,173,1786891131022,2.021953998337267,1,no_target,,640,480,search,5.49902,147.33318,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,957.0,IDLE,0,0,0,0,1,1347,1218,1243,1328,246,957,41,17,3,23,1,1,1,1,1,1,1,1
33.367363,good_recheck,,174,1786891131654,18.151989001125912,1,no_target,,640,480,search,5.421935,625.150352,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,441.0,956.0,IDLE,0,0,0,0,1,1353,1222,1249,1333,441,956,22,17,2,23,1,1,1,1,1,1,1,1
33.508389,good_recheck,,175,1786891131800,12.83367299947713,1,no_target,,640,480,search,5.428341,141.224001,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,298.0,957.0,IDLE,0,0,0,0,1,1347,1217,1244,1329,298,957,22,17,3,24,1,1,1,1,1,1,1,1
33.669578,good_recheck,,176,1786891131956,18.355504000282963,1,no_target,,640,480,search,5.433126,148.787211,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,375.0,956.0,IDLE,0,0,0,0,1,1364,1229,1257,1344,375,956,21,17,2,23,1,1,1,1,1,1,1,1
33.951805,good_recheck,,177,1786891132254,1.7248289987037424,1,no_target,,640,480,search,5.414062,296.433833,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,897.0,960.0,IDLE,0,0,0,0,1,1358,1225,1251,1337,897,960,21,18,2,24,1,1,1,1,1,1,1,1
34.134451,good_recheck,,178,1786891132428,10.456281999722705,1,no_target,,640,480,search,5.415838,168.060534,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,770.0,960.0,IDLE,0,0,0,0,1,1349,1218,1245,1329,770,960,21,88,3,23,1,1,1,1,1,1,1,1
34.295588,good_recheck,,179,1786891132599,1.0128560006705811,1,no_target,,640,480,search,5.41815,163.791668,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,377.0,957.0,IDLE,0,0,0,0,1,1351,1220,1246,1332,377,957,21,17,2,23,1,1,1,1,1,1,1,1
34.456653,good_recheck,,180,1786891132754,6.958775000384776,1,no_target,,640,480,search,5.42295,152.765615,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,958.0,IDLE,0,0,0,0,1,1348,1217,1244,1329,376,958,21,17,3,23,1,1,1,1,1,1,1,1
34.617792,good_recheck,,181,1786891132912,10.046732000773773,1,no_target,,640,480,search,5.427234,156.003571,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,991.0,957.0,IDLE,0,0,0,0,1,1345,1216,1242,1326,991,957,21,19,3,23,1,1,1,1,1,1,1,1
34.77896,good_recheck,,182,1786891133073,10.44285799980571,1,no_target,,640,480,search,5.431037,158.668744,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,621.0,985.0,IDLE,0,0,0,0,1,1348,1221,1248,1331,621,985,257,18,2,24,1,1,1,1,1,1,1,1
34.919825,good_recheck,,183,1786891133221,3.2955660008155974,1,no_target,,640,480,search,5.436865,145.83643,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,954.0,IDLE,0,0,0,0,1,1345,1217,1243,1327,246,954,21,29,2,23,1,1,1,1,1,1,1,1
35.081078,good_recheck,,184,1786891133372,13.38283500081161,1,no_target,,640,480,search,5.442134,149.059515,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,374.0,955.0,IDLE,0,0,0,0,1,1354,1223,1250,1335,374,955,21,17,2,23,1,1,1,1,1,1,1,1
35.222327,good_recheck,,185,1786891133520,6.514966999020544,1,no_target,,640,480,search,5.447844,145.86567,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,279.0,957.0,IDLE,0,0,0,0,1,1354,1223,1250,1335,279,957,21,17,2,23,1,1,1,1,1,1,1,1
35.383771,good_recheck,,186,1786891133680,7.916447999377851,1,no_target,,640,480,search,5.451606,157.83584,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,394.0,988.0,IDLE,0,0,0,0,1,1350,1218,1244,1328,394,988,21,29,2,23,1,1,1,1,1,1,1,1
35.524856,good_recheck,,187,1786891133827,1.7004769997583935,1,no_target,,640,480,search,5.457359,144.958701,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,392.0,957.0,IDLE,0,0,0,0,1,1350,1219,1246,1330,392,957,224,19,2,23,1,1,1,1,1,1,1,1
35.686093,good_recheck,,188,1786891133972,18.17630699952133,1,no_target,,640,480,search,5.463455,142.691991,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,474.0,990.0,IDLE,0,0,0,0,1,1350,1217,1243,1328,474,990,22,17,2,24,1,1,1,1,1,1,1,1
35.82716,good_recheck,,189,1786891134117,14.161491999402642,1,no_target,,640,480,search,5.469447,142.596059,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,957.0,IDLE,0,0,0,0,1,1352,1220,1248,1332,246,957,21,17,2,23,1,1,1,1,1,1,1,1
35.968125,good_recheck,,190,1786891134267,5.717459000152303,1,no_target,,640,480,search,5.474718,147.127224,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,377.0,957.0,IDLE,0,0,0,0,1,1360,1226,1253,1340,377,957,21,18,2,23,1,1,1,1,1,1,1,1
36.149389,good_recheck,,191,1786891134437,17.20317299987073,1,no_target,,640,480,search,5.476722,162.112853,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,296.0,989.0,IDLE,0,0,0,0,1,1347,1216,1243,1328,296,989,21,21,2,23,1,1,1,1,1,1,1,1
36.390864,good_recheck,,192,1786891134685,9.829533000811352,1,no_target,,640,480,search,5.466408,241.818363,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,960.0,IDLE,0,0,0,0,1,1357,1224,1250,1336,247,960,21,17,3,22,1,1,1,1,1,1,1,1
36.552471,good_recheck,,193,1786891134849,7.712469998296001,1,no_target,,640,480,search,5.469381,158.054427,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,573.0,956.0,IDLE,0,0,0,0,1,1360,1226,1254,1340,573,956,20,45,3,23,1,1,1,1,1,1,1,1
36.695448,good_recheck,,194,1786891134998,1.793457000530907,1,no_target,,640,480,search,5.474625,141.576651,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,605.0,957.0,IDLE,0,0,0,0,1,1347,1217,1244,1328,605,957,175,18,3,23,1,1,1,1,1,1,1,1
36.836904,good_recheck,,195,1786891135140,0.8443960014119511,1,no_target,,640,480,search,5.480817,140.186997,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,407.0,956.0,IDLE,0,0,0,0,1,1350,1219,1245,1330,407,956,21,17,2,23,1,1,1,1,1,1,1,1
36.998323,good_recheck,,196,1786891135289,13.659797001309926,1,no_target,,640,480,search,5.48601,146.212176,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,717.0,957.0,IDLE,0,0,0,0,1,1359,1226,1253,1340,717,957,21,17,2,24,1,1,1,1,1,1,1,1
37.139553,good_recheck,,197,1786891135434,9.506131000307505,1,no_target,,640,480,search,5.491654,143.194458,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,494.0,956.0,IDLE,0,0,0,0,1,1358,1225,1253,1338,494,956,21,18,2,23,1,1,1,1,1,1,1,1
37.280782,good_recheck,,198,1786891135573,12.121966001359397,1,no_target,,640,480,search,5.498278,136.572585,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,375.0,957.0,IDLE,0,0,0,0,1,1349,1217,1245,1329,375,957,24,17,3,23,1,1,1,1,1,1,1,1
37.42192,good_recheck,,199,1786891135714,12.087393000911106,1,no_target,,640,480,search,5.504479,138.937034,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,786.0,959.0,IDLE,0,0,0,0,1,1355,1221,1248,1334,786,959,21,17,2,23,1,1,1,1,1,1,1,1
37.56307,good_recheck,,200,1786891135856,11.097109001639183,1,no_target,,640,480,search,5.51047,140.095907,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,377.0,957.0,IDLE,0,0,0,0,1,1361,1226,1253,1340,377,957,21,17,3,23,1,1,1,1,1,1,1,1
37.704234,good_recheck,,201,1786891135997,12.09929899960116,1,no_target,,640,480,search,5.51672,137.8854,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,474.0,957.0,IDLE,0,0,0,0,1,1353,1221,1248,1333,474,957,21,17,3,23,1,1,1,1,1,1,1,1
38.288481,good_recheck,,202,1786891136586,6.399118001354509,1,no_target,,640,480,search,5.455824,587.835261,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,770.0,985.0,IDLE,0,0,0,0,1,1349,1218,1244,1329,770,985,18,17,3,23,1,1,1,1,1,1,1,1
38.44963,good_recheck,,203,1786891136742,12.237447999723372,1,no_target,,640,480,search,5.459871,150.099714,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,973.0,IDLE,0,0,0,0,1,1350,1217,1244,1328,247,973,21,20,2,23,1,1,1,1,1,1,1,1
38.590888,good_recheck,,204,1786891136886,9.752220999871497,1,no_target,,640,480,search,5.465693,141.279498,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,526.0,957.0,IDLE,0,0,0,0,1,1354,1222,1248,1333,526,957,21,18,2,23,1,1,1,1,1,1,1,1
38.731911,good_recheck,,205,1786891137032,4.1856850002659485,1,no_target,,640,480,search,5.47101,144.281775,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,327.0,970.0,IDLE,0,0,0,0,1,1349,1217,1244,1328,327,970,21,18,2,24,1,1,1,1,1,1,1,1
38.893146,good_recheck,,206,1786891137186,11.563846999706584,1,no_target,,640,480,search,5.475201,151.947871,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,956.0,IDLE,0,0,0,0,1,1360,1225,1253,1339,376,956,21,17,1,23,1,1,1,1,1,1,1,1
39.03435,good_recheck,,207,1786891137335,3.466064999884111,1,no_target,,640,480,search,5.480035,147.239081,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,989.0,IDLE,0,0,0,0,1,1353,1220,1246,1329,247,989,21,18,2,24,1,1,1,1,1,1,1,1
39.195718,good_recheck,,208,1786891137487,12.892070000816602,1,no_target,,640,480,search,5.484452,149.897028,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,971.0,IDLE,0,0,0,0,1,1349,1218,1245,1329,246,971,21,28,3,23,1,1,1,1,1,1,1,1
39.336856,good_recheck,,209,1786891137632,9.042712999871583,1,no_target,,640,480,search,5.489833,142.597847,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,524.0,957.0,IDLE,0,0,0,0,1,1353,1220,1247,1332,524,957,21,18,2,24,1,1,1,1,1,1,1,1
39.498018,good_recheck,,210,1786891137784,18.45273599974462,1,no_target,,640,480,search,5.494198,149.203148,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,956.0,IDLE,0,0,0,0,1,1348,1218,1244,1328,246,956,21,17,2,23,1,1,1,1,1,1,1,1
39.638923,good_recheck,,211,1786891137930,13.261582998893573,1,no_target,,640,480,search,5.499337,143.669407,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,377.0,958.0,IDLE,0,0,0,0,1,1353,1221,1247,1333,377,958,21,17,2,23,1,1,1,1,1,1,1,1
39.800189,good_recheck,,212,1786891138092,12.59709300029499,1,no_target,,640,480,search,5.502176,159.257596,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,1122.0,960.0,IDLE,0,0,0,0,1,1358,1225,1252,1337,1122,960,21,18,2,23,1,1,1,1,1,1,1,1
39.941166,good_recheck,,213,1786891138241,3.709024998897803,1,no_target,,640,480,search,5.506807,145.962131,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,971.0,IDLE,0,0,0,0,1,1352,1221,1248,1334,247,971,21,18,2,23,1,1,1,1,1,1,1,1
40.082237,good_recheck,,214,1786891138384,2.8839799997513182,1,no_target,,640,480,search,5.512347,139.719103,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,245.0,957.0,IDLE,0,0,0,0,1,1346,1216,1242,1326,245,957,21,17,2,23,1,1,1,1,1,1,1,1
40.243356,good_recheck,,215,1786891138532,16.20347199968819,1,no_target,,640,480,search,5.517092,145.195604,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,278.0,957.0,IDLE,0,0,0,0,1,1363,1228,1256,1343,278,957,21,17,2,22,1,1,1,1,1,1,1,1
40.384989,good_recheck,,216,1786891138684,4.999507998945774,1,no_target,,640,480,search,5.521105,150.154243,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,110.0,956.0,IDLE,0,0,0,0,1,1354,1221,1249,1333,110,956,93,18,3,23,1,1,1,1,1,1,1,1
40.526113,good_recheck,,217,1786891138828,2.6228359984088456,1,no_target,,640,480,search,5.526399,140.974067,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,527.0,957.0,IDLE,0,0,0,0,1,1354,1222,1249,1332,527,957,21,17,2,23,1,1,1,1,1,1,1,1
40.687221,good_recheck,,218,1786891138985,6.3428430003114045,1,no_target,,640,480,search,5.529703,154.200004,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,957.0,IDLE,0,0,0,0,1,1346,1216,1243,1327,376,957,21,17,2,23,1,1,1,1,1,1,1,1
40.828388,good_recheck,,219,1786891139130,2.3288590000447584,1,no_target,,640,480,search,5.534684,142.479393,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,262.0,957.0,IDLE,0,0,0,0,1,1353,1220,1248,1333,262,957,21,18,3,22,1,1,1,1,1,1,1,1
40.989974,good_recheck,,220,1786891139279,15.810107999641332,1,no_target,,640,480,search,5.539213,145.430097,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,246.0,957.0,IDLE,0,0,0,0,1,1358,1225,1252,1337,246,957,21,17,3,22,1,1,1,1,1,1,1,1
41.151109,good_recheck,,221,1786891139441,14.242016999560292,1,no_target,,640,480,search,5.541688,157.11813,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,958.0,IDLE,0,0,0,0,1,1348,1216,1246,1330,376,958,21,540,5,23,1,1,1,1,1,1,1,1
41.312399,good_recheck,,222,1786891139600,17.317032999926596,1,no_target,,640,480,search,5.54476,151.091023,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,770.0,959.0,IDLE,0,0,0,0,1,1366,1230,1259,1345,770,959,22,17,2,24,1,1,1,1,1,1,1,1
41.453389,good_recheck,,223,1786891139749,8.90051299938932,1,no_target,,640,480,search,5.549052,146.641581,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,247.0,957.0,IDLE,0,0,0,0,1,1365,1230,1257,1344,247,957,21,17,2,24,1,1,1,1,1,1,1,1
41.594738,good_recheck,,224,1786891139894,5.486483998538461,1,no_target,,640,480,search,5.553925,142.026531,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,279.0,957.0,IDLE,0,0,0,0,1,1351,1219,1246,1331,279,957,21,17,2,23,1,1,1,1,1,1,1,1
41.737826,good_recheck,,225,1786891140036,6.595654998818645,1,no_target,,640,480,search,5.559147,139.298754,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,375.0,955.0,IDLE,0,0,0,0,1,1345,1215,1241,1325,375,955,142,184,3,24,1,1,1,1,1,1,1,1
41.88011,good_recheck,,226,1786891140176,8.635850999780814,1,no_target,,640,480,search,5.564534,137.883599,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,638.0,954.0,IDLE,0,0,0,0,1,1349,1217,1244,1329,638,954,21,824,7,22,1,1,1,1,1,1,1,1
42.021467,good_recheck,,227,1786891140324,2.3736729999654926,1,no_target,,640,480,search,5.568952,144.813898,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,377.0,971.0,IDLE,0,0,0,0,1,1350,1219,1245,1330,377,971,78,628,6,23,1,1,1,1,1,1,1,1
42.203051,good_recheck,,228,1786891140494,13.888413001041044,1,no_target,,640,480,search,5.570249,166.734594,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,956.0,IDLE,0,0,0,0,1,1350,1218,1246,1330,376,956,40,18,2,23,1,1,1,1,1,1,1,1
42.34468,good_recheck,,229,1786891140638,11.502887999085942,1,no_target,,640,480,search,5.575064,141.001169,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,512.0,956.0,IDLE,0,0,0,0,1,1345,1214,1241,1325,512,956,32,24,2,23,1,1,1,1,1,1,1,1
42.505762,good_recheck,,230,1786891140791,19.024752000404987,1,no_target,,640,480,search,5.578538,150.889578,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,588.0,957.0,IDLE,0,0,0,0,1,1350,1218,1245,1330,588,957,50,19,2,24,1,1,1,1,1,1,1,1
42.646745,good_recheck,,231,1786891140934,17.133481998826028,1,no_target,,640,480,search,5.583452,140.067607,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,458.0,954.0,IDLE,0,0,0,0,1,1353,1222,1250,1334,458,954,76,18,3,23,1,1,1,1,1,1,1,1
43.189883,good_recheck,,232,1786891141490,4.024502999527613,1,no_target,,640,480,search,5.533247,553.351752,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,958.0,IDLE,0,0,0,0,1,1354,1222,1249,1334,376,958,22,20,3,23,1,1,1,1,1,1,1,1
43.41131,good_recheck,,233,1786891141711,4.978287999620079,1,no_target,,640,480,search,5.528019,214.894416,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,956.0,IDLE,0,0,0,0,1,1349,1217,1244,1328,376,956,159,17,2,23,1,1,1,1,1,1,1,1
43.572892,good_recheck,,234,1786891141859,18.058229999951436,1,no_target,,640,480,search,5.532281,144.831523,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,955.0,IDLE,0,0,0,0,1,1358,1226,1254,1340,376,955,20,18,2,23,1,1,1,1,1,1,1,1
43.713915,good_recheck,,235,1786891142006,12.084937001418439,1,no_target,,640,480,search,5.536651,144.201605,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,685.0,959.0,IDLE,0,0,0,0,1,1348,1217,1243,1327,685,959,225,20,2,23,1,1,1,1,1,1,1,1
43.855179,good_recheck,,236,1786891142152,7.680271999561228,1,no_target,,640,480,search,5.541188,142.934617,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,343.0,958.0,IDLE,0,0,0,0,1,1348,1218,1243,1328,343,958,21,17,2,23,1,1,1,1,1,1,1,1
43.996318,good_recheck,,237,1786891142298,3.0568689999199705,1,no_target,,640,480,search,5.545696,143.48035,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,786.0,959.0,IDLE,0,0,0,0,1,1351,1220,1247,1332,786,959,23,18,3,23,1,1,1,1,1,1,1,1
44.15767,good_recheck,,238,1786891142445,16.8523769989406,1,no_target,,640,480,search,5.549926,145.306345,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,376.0,957.0,IDLE,0,0,0,0,1,1355,1224,1249,1334,376,957,21,30,3,22,1,1,1,1,1,1,1,1
44.299107,good_recheck,,239,1786891142591,12.36332299959031,1,no_target,,640,480,search,5.554353,143.485017,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,494.0,957.0,IDLE,0,0,0,0,1,1355,1222,1249,1334,494,957,21,17,2,23,1,1,1,1,1,1,1,1
